Date (M/D/Y),pH,Turbidity,Temperature,Alkalinity,Conductivity,TDS,Chloride,Salinity,DO,BOD5,COD,Ammonia_N,Sulphate,Phosphate,Nitrate_N,Nitrite_N,Fe,Date,Month,Month_Name,Season,WQI_screening,WQI_standard_category,WQI_relative_class
2025-10-22,7.21,220.0,26.8,62.5,38,19,6.0,0.01,6.84,,,,,,,,,2025-10-22,10,Oct,Post-monsoon,1698.6516060235156,Unsuitable,Moderate-relative
2025-10-23,7.15,162.0,24.5,62.0,46,23,7.0,0.01,6.96,,,,,,,,,2025-10-23,10,Oct,Post-monsoon,1258.4360891658323,Unsuitable,Good-relative
2025-10-24,7.19,195.0,23.9,60.0,82,41,12.0,0.01,7.02,,,,,,,,,2025-10-24,10,Oct,Post-monsoon,1508.506383294388,Unsuitable,Good-relative
2025-10-25,6.98,130.0,23.8,53.0,46,23,7.0,0.01,6.99,,,,,,,,,2025-10-25,10,Oct,Post-monsoon,1013.9223470939506,Unsuitable,Good-relative
2025-10-26,7.12,270.0,24.9,59.0,28,14,4.0,0.0,6.65,,,,,,,,,2025-10-26,10,Oct,Post-monsoon,2076.3629687326143,Unsuitable,Moderate-relative
2025-10-27,7.2,100.0,25.0,62.0,38,19,6.0,0.01,6.99,,,,,,,,,2025-10-27,10,Oct,Post-monsoon,789.9315566930012,Unsuitable,Good-relative
2025-10-28,7.16,180.0,26.1,61.0,34,17,5.0,0.01,6.76,,,,,,,,,2025-10-28,10,Oct,Post-monsoon,1395.554033604095,Unsuitable,Good-relative
2025-10-29,7.11,70.0,25.7,57.5,30,15,5.0,0.0,7.13,,,,,,,,,2025-10-29,10,Oct,Post-monsoon,561.022690182115,Unsuitable,Good-relative
2025-10-30,7.2,50.8,26.1,63.0,26,13,4.0,0.0,7.15,,,,,,,,,2025-10-30,10,Oct,Post-monsoon,417.02409406179294,Unsuitable,Good-relative
2025-10-31,7.15,83.5,24.9,62.0,32,16,5.0,0.0,7.05,,,,,,,,,2025-10-31,10,Oct,Post-monsoon,664.1009940284115,Unsuitable,Good-relative
2025-11-01,7.14,112.0,24.3,57.0,66,33,11.0,0.01,7.1,0.53,33.5,0.51,31.0,1.03,0.65,0.01,2.21,2025-11-01,11,Nov,Post-monsoon,879.4077853195357,Unsuitable,Good-relative
2025-11-02,7.19,180.0,25.5,60.0,82,41,13.0,0.01,7.06,0.66,38.6,0.6,18.0,0.75,0.59,0.005,1.89,2025-11-02,11,Nov,Post-monsoon,1394.8545009458103,Unsuitable,Good-relative
2025-11-03,7.13,195.0,26.0,56.0,50,25,8.0,0.01,6.99,0.57,25.9,0.48,29.0,0.68,0.71,0.008,2.37,2025-11-03,11,Nov,Post-monsoon,1507.6913059604615,Unsuitable,Good-relative
2025-11-04,6.98,120.0,25.8,52.0,42,21,7.0,0.01,7.02,1.05,22.3,0.52,35.0,0.81,0.85,0.006,2.49,2025-11-04,11,Nov,Post-monsoon,938.133029190312,Unsuitable,Good-relative
2025-11-05,7.09,184.0,25.3,54.0,30,15,5.0,0.0,6.95,0.91,,0.63,28.0,0.75,0.76,0.01,1.96,2025-11-05,11,Nov,Post-monsoon,1423.9980527428509,Unsuitable,Good-relative
2025-11-06,7.15,144.0,26.1,56.0,24,12,4.0,0.0,7.08,0.69,,,,,,,,2025-11-06,11,Nov,Post-monsoon,1121.7206780163945,Unsuitable,Good-relative
2025-11-07,6.99,270.0,24.7,52.0,38,19,6.0,0.01,6.75,0.5,,,,,,,,2025-11-07,11,Nov,Post-monsoon,2074.1652646415196,Unsuitable,Moderate-relative
2025-11-08,7.05,400.0,24.5,54.0,24,12,4.0,0.0,6.88,0.72,,,,,,,,2025-11-08,11,Nov,Post-monsoon,3058.0359111308926,Unsuitable,Poor-relative
2025-11-09,7.13,293.0,23.9,53.0,46,23,7.0,0.01,6.95,,,,,,,,,2025-11-09,11,Nov,Post-monsoon,2249.345736434109,Unsuitable,Moderate-relative
2025-11-10,7.22,320.0,26.7,62.0,52,26,8.0,0.01,6.92,,,,,,,,,2025-11-10,11,Nov,Post-monsoon,2455.1421757353214,Unsuitable,Poor-relative
2025-11-11,7.17,145.0,26.1,60.0,62,31,10.0,0.01,7.15,,,,,,,,,2025-11-11,11,Nov,Post-monsoon,1129.3594785059902,Unsuitable,Good-relative
2025-11-12,7.19,270.0,25.7,61.0,40,20,6.0,0.01,7.07,,,,,,,,,2025-11-12,11,Nov,Post-monsoon,2075.766388487074,Unsuitable,Moderate-relative
2025-11-13,7.14,75.8,25.9,58.0,34,17,5.0,0.01,7.01,,,,,,,,,2025-11-13,11,Nov,Post-monsoon,605.8301732131599,Unsuitable,Good-relative
2025-11-14,7.23,120.0,24.6,62.0,50,25,8.0,0.01,7.15,,,,,,,,,2025-11-14,11,Nov,Post-monsoon,941.0863951633842,Unsuitable,Good-relative
2025-11-15,7.19,147.0,27.1,58.0,92,46,15.0,0.01,7.12,,,,,,,,,2025-11-15,11,Nov,Post-monsoon,1144.9244241682431,Unsuitable,Good-relative
2025-11-16,7.25,85.0,25.5,62.5,122,61,20.0,0.02,7.15,,,,,,,,,2025-11-16,11,Nov,Post-monsoon,676.6220707688884,Unsuitable,Good-relative
2025-11-17,7.28,100.0,25.8,66.0,170,85,27.0,0.03,7.1,,,,,,,,,2025-11-17,11,Nov,Post-monsoon,790.8173732428323,Unsuitable,Good-relative
2025-11-18,7.23,148.0,24.6,62.0,204,102,38.0,0.04,7.02,,,,,,,,,2025-11-18,11,Nov,Post-monsoon,1153.6093468343165,Unsuitable,Good-relative
2025-11-19,7.18,159.0,25.5,60.0,138,69,22.0,0.02,7.08,,,,,,,,,2025-11-19,11,Nov,Post-monsoon,1235.7795630725864,Unsuitable,Good-relative
2025-11-20,7.13,130.0,25.9,58.0,104,52,17.0,0.02,7.09,,,,,,,,,2025-11-20,11,Nov,Post-monsoon,1015.5328251919439,Unsuitable,Good-relative
2025-11-21,7.16,165.0,24.5,60.0,78,39,12.0,0.01,7.14,,,,,,,,,2025-11-21,11,Nov,Post-monsoon,1280.5923296613628,Unsuitable,Good-relative
2025-11-22,7.09,120.0,23.8,56.0,56,28,9.0,0.01,7.11,,,,,,,,,2025-11-22,11,Nov,Post-monsoon,939.143878194429,Unsuitable,Good-relative
2025-11-23,7.17,192.0,25.0,58.0,46,23,7.0,0.01,7.03,,,,,,,,,2025-11-23,11,Nov,Post-monsoon,1485.4325841029638,Unsuitable,Good-relative
2025-11-24,7.14,130.0,24.6,56.0,30,15,5.0,0.0,7.05,,,,,,,,,2025-11-24,11,Nov,Post-monsoon,1015.7650495159676,Unsuitable,Good-relative
2025-11-25,7.18,152.0,23.9,58.0,54,27,9.0,0.01,7.2,,,,,,,,,2025-11-25,11,Nov,Post-monsoon,1182.260680241831,Unsuitable,Good-relative
2025-11-26,7.25,100.0,24.2,62.0,66,33,11.0,0.01,7.1,,,,,,,,,2025-11-26,11,Nov,Post-monsoon,790.2655984570306,Unsuitable,Good-relative
2025-11-27,7.2,91.5,25.3,60.0,84,42,13.0,0.01,7.15,,,,,,,,,2025-11-27,11,Nov,Post-monsoon,725.0150254070696,Unsuitable,Good-relative
2025-11-28,7.17,75.0,24.5,58.0,118,59,19.0,0.02,7.03,,,,,,,,,2025-11-28,11,Nov,Post-monsoon,600.2174066243834,Unsuitable,Good-relative
2025-11-29,7.24,88.0,22.8,63.0,144,72,23.0,0.02,6.99,,,,,,,,,2025-11-29,11,Nov,Post-monsoon,699.8234709395053,Unsuitable,Good-relative
2025-11-30,7.28,70.0,23.6,65.0,80,40,13.0,0.01,7.07,,,,,,,,,2025-11-30,11,Nov,Post-monsoon,563.8599013389712,Unsuitable,Good-relative
2025-12-01,7.23,160.0,22.7,62.0,66,33,10.0,0.01,7.04,0.78,25.8,0.39,43.0,0.82,0.62,0.004,1.67,2025-12-01,12,Dec,Post-monsoon,1244.1913949779312,Unsuitable,Good-relative
2025-12-02,7.2,115.0,22.1,58.0,80,40,12.0,0.01,7.1,0.83,26.5,0.74,55.0,0.59,0.55,0.009,2.2,2025-12-02,12,Dec,Post-monsoon,903.0104669708097,Unsuitable,Good-relative
2025-12-03,7.25,183.0,24.3,64.0,46,23,7.0,0.01,7.03,0.69,33.1,0.61,17.0,0.65,0.43,0.005,1.93,2025-12-03,12,Dec,Post-monsoon,1418.5494937131414,Unsuitable,Good-relative
2025-12-04,7.3,230.0,23.5,65.0,94,47,14.0,0.01,6.99,0.51,27.4,0.45,32.0,0.7,0.51,0.008,1.6,2025-12-04,12,Dec,Post-monsoon,1775.1178072029973,Unsuitable,Moderate-relative
2025-12-05,7.25,178.0,23.8,60.0,164,82,25.0,0.02,7.05,0.6,,0.6,35.0,0.49,0.39,0.005,1.35,2025-12-05,12,Dec,Post-monsoon,1380.7184562887135,Unsuitable,Good-relative
2025-12-06,7.19,330.0,20.9,58.0,138,69,21.0,0.02,7.02,0.49,,,,,,,,2025-12-06,12,Dec,Post-monsoon,2530.02081525166,Unsuitable,Poor-relative
2025-12-07,7.25,290.0,24.1,61.5,90,45,14.0,0.01,6.97,0.55,,,,,,,,2025-12-07,12,Dec,Post-monsoon,2228.425842884166,Unsuitable,Moderate-relative
2025-12-08,7.28,210.0,23.3,62.5,168,84,25.0,0.03,7.12,0.75,,,,,,,,2025-12-08,12,Dec,Post-monsoon,1623.028535662624,Unsuitable,Moderate-relative
2025-12-09,7.29,230.0,23.8,64.0,310,155,62.0,0.06,6.89,,,,,,,,,2025-12-09,12,Dec,Post-monsoon,1775.5857980045253,Unsuitable,Moderate-relative
2025-12-10,7.22,180.0,22.8,60.0,242,121,48.0,0.05,6.96,,,,,,,,,2025-12-10,12,Dec,Post-monsoon,1395.8601387188903,Unsuitable,Good-relative
2025-12-11,7.28,125.0,22.5,62.0,290,145,58.0,0.06,7.05,,,,,,,,,2025-12-11,12,Dec,Post-monsoon,980.296847297949,Unsuitable,Good-relative
2025-12-12,7.35,80.0,23.0,65.0,348,174,70.0,0.07,6.81,,,,,,,,,2025-12-12,12,Dec,Post-monsoon,641.8618226326918,Unsuitable,Good-relative
2025-12-13,7.29,100.0,23.3,64.0,180,90,27.0,0.03,7.25,,,,,,,,,2025-12-13,12,Dec,Post-monsoon,790.368929194021,Unsuitable,Good-relative
2025-12-14,7.31,74.0,22.7,65.0,240,120,48.0,0.05,7.18,,,,,,,,,2025-12-14,12,Dec,Post-monsoon,594.3038945142985,Unsuitable,Good-relative
2025-12-15,7.42,60.0,22.9,68.0,196,98,29.0,0.03,7.15,,,,,,,,,2025-12-15,12,Dec,Post-monsoon,490.06335447498236,Unsuitable,Good-relative
2025-12-16,7.35,50.3,24.3,65.5,144,72,22.0,0.02,7.24,,,,,,,,,2025-12-16,12,Dec,Post-monsoon,415.22255294684913,Unsuitable,Good-relative
2025-12-17,7.4,120.0,25.0,68.0,170,85,26.0,0.03,7.11,,,,,,,,,2025-12-17,12,Dec,Post-monsoon,943.8944438262674,Unsuitable,Good-relative
2025-12-18,7.33,120.0,23.8,62.5,182,91,27.0,0.03,7.15,,,,,,,,,2025-12-18,12,Dec,Post-monsoon,942.6798282704647,Unsuitable,Good-relative
2025-12-19,7.36,149.0,24.3,66.0,214,107,43.0,0.04,7.12,,,,,,,,,2025-12-19,12,Dec,Post-monsoon,1162.7482882682393,Unsuitable,Good-relative
2025-12-20,7.27,110.0,23.5,62.0,196,98,30.0,0.03,7.09,,,,,,,,,2025-12-20,12,Dec,Post-monsoon,866.373268795668,Unsuitable,Good-relative
2025-12-21,7.2,116.0,22.5,60.0,246,123,49.0,0.05,7.05,,,,,,,,,2025-12-21,12,Dec,Post-monsoon,910.9582396795372,Unsuitable,Good-relative
2025-12-22,7.17,125.0,20.7,58.0,210,105,42.0,0.04,7.17,,,,,,,,,2025-12-22,12,Dec,Post-monsoon,978.0943473906755,Unsuitable,Good-relative
2025-12-23,7.2,245.0,19.3,58.0,178,89,27.0,0.03,6.99,,,,,,,,,2025-12-23,12,Dec,Post-monsoon,1887.169478135084,Unsuitable,Moderate-relative
2025-12-24,7.16,270.0,19.7,56.0,190,95,29.0,0.03,7.1,,,,,,,,,2025-12-24,12,Dec,Post-monsoon,2075.305789844591,Unsuitable,Moderate-relative
2025-12-25,7.23,167.0,20.5,60.0,234,117,47.0,0.05,7.05,,,,,,,,,2025-12-25,12,Dec,Post-monsoon,1297.2834650050074,Unsuitable,Good-relative
2025-12-26,7.3,142.0,21.0,64.0,212,106,42.0,0.04,6.97,,,,,,,,,2025-12-26,12,Dec,Post-monsoon,1109.4706093987616,Unsuitable,Good-relative
2025-12-27,7.22,160.0,23.4,58.5,426,213,85.0,0.09,7.88,,,,,,,,,2025-12-27,12,Dec,Post-monsoon,1241.0793349653202,Unsuitable,Good-relative
2025-12-28,7.35,90.0,22.8,65.0,380,190,76.0,0.08,7.25,,,,,,,,,2025-12-28,12,Dec,Post-monsoon,715.8229516709322,Unsuitable,Good-relative
2025-12-29,7.46,55.0,22.3,70.0,170,85,26.0,0.03,7.18,,,,,,,,,2025-12-29,12,Dec,Post-monsoon,452.6966952264382,Unsuitable,Good-relative
2025-12-30,7.37,124.0,19.9,65.0,156,78,23.0,0.02,7.11,,,,,,,,,2025-12-30,12,Dec,Post-monsoon,973.6867326879567,Unsuitable,Good-relative
2025-12-31,7.35,65.0,21.2,64.0,182,91,27.0,0.03,7.23,,,,,,,,,2025-12-31,12,Dec,Post-monsoon,526.5117057972627,Unsuitable,Good-relative
